"Symbol","US Trading Venue","Trading Date","OTC Tier","Caveat Emptor","Security Type","Security Class","Security Name","Country of Domicile","Company Name"
"NSANY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","NISSAN MOTOR LTD S/ADR","Japan","Nissan Motor Co., Ltd."
"NSARO","OTC Link","27/10/2015","OTC Pink Current","N","Preferred Stock","","NSTAR ELECTRIC CO 4.78 PR","USA","NSTAR Electric Co."
"NSARP","OTC Link","27/10/2015","OTC Pink Current","N","Preferred Stock","","NSTAR ELECTRIC CO 4.25 PR","USA","NSTAR Electric Co."
"NSAV","OTC Link","27/10/2015","OTC Pink Limited","N","Common Stock","","NET SAVINGS LINK INC","USA","Net Savings Link, Inc."
"NSBC","OTC Link/BB","27/10/2015","OTC Pink Current","N","Common Stock","","NORTH ST BANCORP (NC)","USA","North State Bancorp"
"NSBK","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","NORTHERN STAR FINCL INC","USA","Northern Star Financial, Inc."
"NSEEY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","NORSE ENERGY CORP ADR","Norway","Norse Energy Corp."
"NSEH","OTC Link","27/10/2015","OTC Pink Limited","N","Common Stock","","NUSTATE ENERGY HLDGS INC","USA","NuState Energy Holdings, Inc."
"NSFC","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","NORTHERN STS FINCL CORP","USA","Northern States Financial Corp."
"NSFDF","OTC Link","27/10/2015","OTCQB","N","Ordinary Shares","","NXT ENERGY SLTNS INC ORD","Canada","NXT Energy Solutions Inc."
"NSHBY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","NISSHINBO HLDGS UNSP/ADR","Japan","Nisshinbo Holdings Inc."
"NSHJ","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","NU STAR HOLDINGS INC","USA","Nu Star Holdings, Inc."
"NSJU","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","NSJ-US CO LTD","Japan","NSJ-US Co Ltd"
"NSKTF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","NANOSTRUCK TECHS INC ORD","Canada","Nanostruck Technologies Inc"
"NSLM","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","NATL SILVER LEAD MINING","USA","National Silver-Lead Mining Co."
"NSLSF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","ENSSOLUTIONS GROUP NEW","USA","Enssolutions Group, Inc."
"NSMSF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","NORTHERN STAR MINING CORP","Canada","Northern Star Mining Corp."
"NSPDF","OTC Link","27/10/2015","OTCQB","N","Ordinary Shares","","NATURALLY SPLENDID ENTP","Canada","Naturally Splendid Enterprises Ltd."
"NSPT","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","NEWRON SPORT","USA","Newron Sport"
"NSRGF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","NESTLE S.A REG ORD","Switzerland","Nestle S.A."
"NSRGY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","NESTLE S.A S/ADR","Switzerland","Nestle S.A."
"NSRPF","OTC Link","27/10/2015","OTCQX International","N","Ordinary Shares","","NOVO RES CORP","Canada","Novo Resources Corp"
"NSRS","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","NORTH SPRINGS RES CORP","USA","North Springs Resources Corp."
"NSSMY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","NIPPON STEEL & SUMI S/ADR","Japan","Nippon Steel & Sumitomo Metal Corp"
"NSUB","OTC Link","27/10/2015","OTC Pink Limited","N","Common Stock","","NEW YORK SUB COMPANY","USA","New York Sub Company"
"NSYC","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","NATL STK YDS CO","USA","National Stock Yards Co."
"NTAH","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","NEVTAH CAPITAL MGMT CORP","USA","Nevtah Capital Management Corp."
"NTBP","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","NEW TRIPOLI BANCORP INC","USA","New Tripoli Bancorp, Inc."
"NTBT","OTC Link/BB","27/10/2015","OTC Pink Current","N","Common Stock","","NUTS & BOLTS INTL","USA","NUTS AND BOLTS INTERNATIONAL, INC."
"NTCHF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","N1 TECHNOLOGIES INC ORD","Belize","N1 Technologies Inc."
"NTCI","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","NUTECH INC","USA","Nutech, Inc."
"NTCXF","OTC Link","27/10/2015","OTCQB","N","Ordinary Shares","","NATCORE TECH INC ORD","USA","Natcore Technology Inc ."
"NTDOF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","NINTENDO CO LTD ORD","Japan","Nintendo Co., Ltd."
"NTDOY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","NINTENDO CO LTD UNSP/ADR","Japan","Nintendo Co., Ltd."
"NTDTY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","NTT DATA CORP UNSP/ADR","Japan","Ntt Data Corp., Ltd."
"NTEK","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","NANOTECH ENTMT INC","USA","NanoTech Entertainment, Inc."
"NTFL","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","NETWORK 1 FINANCIAL GRP","USA","Network 1 Financial Group, Inc."
"NTFU","OTC Link","27/10/2015","OTCQB","N","Common Stock","","NUTRAFUELS INC","USA","Nutrafuels, Inc."
"NTFY","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","NOTIFY TECHNOLOGY CORP","USA","Notify Technology Corp."
"NTGL","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","NANOTECH GAMING INC","USA","NanoTech Gaming, Inc."
"NTGMF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","NORTHERN GOLD MINING INC","Canada","Northern Gold Mining, Inc."
"NTII","OTC Link","27/10/2015","OTC Pink No Information","Y","Common Stock","","NEUROBIOLOGICAL TECHS INC","USA","Neurobiological Technologies, Inc."
"NTIOF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","NATL BK OF CANADA","Canada","National Bank of Canada"
"NTLK","OTC Link","27/10/2015","OTCQB","N","Common Stock","","NET TALK.COM INC","USA","Net Talk.com Inc."
"NTLNF","OTC Link","27/10/2015","OTC Pink No Information","N","Ordinary Shares","","NORTHCORE TECHS INC ORD","Canada","Northcore Technologies Inc."
"NTOIY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","NESTE OYJ UNSP/ADR","Finland","Neste OYJ"
"NTRP","OTC Link","27/10/2015","OTCQB","N","Common Stock","","NEUROTROPE, INC.","USA","Neurotrope, Inc."
"NTRRD","OTC Link","27/10/2015","OTCQB","N","Common Stock","","NEUTRA CORPORATION NEW","USA","Neutra Corp."
"NTSFF","OTC Link","27/10/2015","OTCQX International","N","Ordinary Shares","","NANOTECH SECURITY ORD","Canada","Nanotech Security Corp"
"NTWB","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","NORTHWEST B&T DVNPRT IA","USA","Northwest Bank & Trust Co. (Davenport, IA)"
"NTWN","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","NEWTOWN LANE MKTNG INC","USA","Newtown Lane Marketing, Incorporated"
"NTXFF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","NATIXIS ORD","France","Natixis"
"NTXFY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","NATIXIS UNSP/ADR","France","Natixis"
"NTXVF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","NEXTEER AUTOMOTIVE GP ORD","","Nexteer Automotive Group Ltd."
"NUBC","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","NORTHUMBERLAND BANCORP","USA","Northumberland Bancorp"
"NUBK","OTC Link","27/10/2015","OTCQB","N","Common Stock","","KINDERHOOK BANK CORP","USA","Kinderhook Bank Corp."
"NUEC","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","NUEARTH CORP","USA","NuEarth Corp."
"NUGN","OTC Link","27/10/2015","OTCQB","N","Common Stock","","NUGENE INTERNATIONAL, INC","USA","NuGene International, Inc."
"NUIN","OTC Link/BB","27/10/2015","OTC Pink Current","N","Common Stock","","NUTRASTAR INTL INC","USA","Nutrastar International Inc."
"NUKK","OTC Link/BB","27/10/2015","OTCQB","N","Common Stock","","NUKKLEUS INC.","USA","Nukkleus Inc."
"NULGF","OTC Link","27/10/2015","OTCQX International","N","Ordinary Shares","","NULEGACY GOLD CORP","Canada","NuLegacy Gold Corporation"
"NULM","OTC Link","27/10/2015","OTCQB","N","Common Stock","","NEW ULM TELECOM INC","USA","New Ulm Telecom, Inc."
"NUMCF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","NUMERICABLE GROUP SA","","Numericable Group SA"
"NUMD","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","NU-MED PLUS INC","USA","Nu-Med Plus Inc."
"NUOT","OTC Link","27/10/2015","OTCQX U.S.","N","Common Stock","","NUO THERAPEUTICS INC","USA","Nuo Therapeutics, Inc."
"NUSMF","OTC Link","27/10/2015","OTCQX International","N","Ordinary Shares","","NAUTILUS MINERALS INC ORD","Canada","Nautilus Minerals Inc."
"NUTT","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","NUTROGANICS INC","USA","Nutroganics, Inc."
"NUUU","OTC Link","27/10/2015","OTCQB","N","Common Stock","","REJUVEL BIO-SCIENCES INC","USA","Rejuvel Bio-Sciences, Inc."
"NUVI","OTC Link/BB","27/10/2015","OTC Pink Current","N","Common Stock","","EMO CAPITAL CORP","China","Emo Capital Corp."
"NUVL","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","NUVEL HOLDINGS INC","USA","Nuvel Holdings, Inc."
"NUVM","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","NUVIM INC","USA","NuVim, Inc."
"NUVPF","OTC Link","27/10/2015","OTCQB","N","Ordinary Shares","","VANC PHARMS INC ORD","Canada","Vanc Pharmaceuticals, Inc."
"NUZE","OTC Link/BB","27/10/2015","OTCQB","N","Common Stock","","NUZEE INC","USA","NuZee, Inc."
"NVAFF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","OPTIMAL PAYMENTS PLC ORD","Isle of Man","Optimal Payments PLC"
"NVCP","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","NVCN CORP","USA","NVCN Corp."
"NVDL","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","NOVADEL PHARMA INC","USA","NovaDel Pharma, Inc."
"NVGT","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","NOVAGANT CORP","USA","Novagant Corp."
"NVIC","OTC Link","27/10/2015","OTCQB","N","Common Stock","","N-VIRO INTL CORP","USA","N-Viro International Corp."
"NVNT","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","NOVINT TECHNOLOGIES INC","USA","Novint Technologies, Inc."
"NVNX","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","NUVONYX INC","USA","Nuvonyx, Inc."
"NVOB","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","NOVACAB INTERNATIONAL INC","Canada","Novacab International, Inc."
"NVSEF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","NOVARTIS AG BASEL AKT","Switzerland","Novartis AG"
"NVSGF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","NEVADA SUNRISE GOLD CORP","USA","Nevada Sunrise Gold Corp."
"NVTP","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","NOVT CORP","USA","NOVT Corp."
"NVTZF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","NAVITAS LTD ORD","Australia","Navitas Ltd."
"NVVTY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","NAVITAS LTD UNSP/ADR","Australia","Navitas Ltd."
"NVZMF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","NOVOZYMES A/S","Denmark","Novozymes A/S"
"NVZMY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","NOVOZYMES A/S UNSP/ADR","Denmark","Novozymes A/S"
"NWARF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","NORWEGIAN AIR SHUTTLE ASA","","Norwegian Air Shuttle Asa"
"NWAV","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","NEW WAVE HOLDINGS INC","USA","New Wave Holdings, Inc."
"NWBB","OTC Link/BB","27/10/2015","OTC Pink Current","N","Common Stock","","NEW BANCORP INC","USA","New Bancorp, Inc."
"NWBN","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","NEW RESOURCE BANK CA","USA","New Resource Bank (San Francisco CA)"
"NWCI","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","NEWCARDIO INC","USA","Newcardio, Inc."
"NWCM","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","NEWS COMMUNS INC","USA","News Communications, Inc."
"NWCND","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","NETWORK CN INC NEW","Hong Kong","Network CN, Inc."
"NWCOP","OTC Link","27/10/2015","OTC Pink No Information","N","Preferred Stock","","NEWS CORP FINCL TR 5.00PR","USA","News Corporation Financial Trust"
"NWFAF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","NEW FOCUS AUTO TECH HLDGS","China","New Focus Auto Technology Holdings Ltd."
"NWGC","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","NEW WORLD GOLD CORP","USA","New World Gold Corp."
"NWGFF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","NEW AGE FARM","Canada","New Age Farm"
"NWID","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","NEW WINDSOR BANCORP INC","USA","New Windsor Bancorp, Inc."
"NWIFF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","NUINSCO RES LTD NEW ORD","Canada","Nuinsco Resources Ltd."
"NWIN","OTC Link/BB","27/10/2015","OTC Pink Current","N","Common Stock","","NORTHWEST INDIANA BANCORP","USA","NorthWest Indiana Bancorp"
"NWKFF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","NETWORK LIFE SCIENCES ORD","","NETWORK LIFE SCIENCES INC."
"NWKHY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","NETCARE LTD UNSP/ADR","South Africa","Netcare, Ltd."
"NWLNF","OTC Link","27/10/2015","OTCQX International","N","Ordinary Shares","","NEW MILLENNIUM IRON CORP","Canada","New Millennium Iron Corp."
"NWLTF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","NEWALTA CORP NEW","Canada","Newalta Corp"
"NWMH","OTC Link/BB","27/10/2015","OTC Pink Current","N","Common Stock","","NATIONAL WASTE MGT HLDGS","USA","National Waste Management Holdings, Inc."
"NWPG","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","NEWPORT GOLD INC","Canada","Newport Gold, Inc."
"NWPN","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","NOW CORP","USA","Now Corporation (The)"
"NWPP","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","NEW PEOPLES BNKSHS INC","USA","New Peoples Bankshares, Inc."
"NWRLY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","NEW WRLD DEPT ST UNSP/ADR","China","New World Department Store China Ltd."
"NWSGY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","NWS HOLDINGS LTS S/ADR","Hong Kong","NWS Holdings, Ltd."
"NWSTF","OTC Link","27/10/2015","OTCQX International","N","Ordinary Shares","","NEW STANDARD ENERGY ORD","Australia","New Standard Energy Ltd"
"NWTR","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","NEW WESTERN ENERGY CRP","USA","New Western Energy Corp"
"NWTT","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","NW TECH CAPITAL INC","USA","NW Tech Capital, Inc."
"NWUC","OTC Link","27/10/2015","OTC Pink No Information","Y","Common Stock","","NATIONWIDE UTILITIES CORP","Canada","Nationwide Utilities Corp."
"NWURF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","NWT URANIUM CORP","Canada","NWT Uranium Corp."
"NWWTF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","NEWNOTE FINANCIAL CRP ORD","Canada","Newnote Financial Corp."
"NWXJ","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","NEWAX INC","USA","newAX, Inc."
"NWYF","OTC Link","27/10/2015","OTCQB","N","Common Stock","","NORTHWAY FINCL INC","USA","Northway Financial, Inc."
"NXAM","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","NET X AMERICA INC","","Net:X America Inc."
"NXCLF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","NEXT CO LTD ORD","Japan","Next Co., Ltd. Tokyo"
"NXCR","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","NEXCORE HEALTHCARE CAP","USA","NexCore Healthcare Capital Corp."
"NXES","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","NEXUS ENTERPRISE SLTNS","USA","Nexus Enterprise Solutions, Inc."
"NXFI","OTC Link","27/10/2015","OTC Pink Limited","N","Common Stock","","NEXT FUEL INC","USA","Next Fuel, Inc."
"NXGA","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","NEXT GALAXY CORP","USA","Next Galaxy Corp."
"NXGEF","OTC Link","27/10/2015","OTCQX International","N","Ordinary Shares","","NEXGEN ENERGY LTD","Canada","Nexgen Energy Ltd."
"NXGPF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","NEXT GROUP PLC","United Kingdom","Next Group Plc"
"NXMR","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","NEXTMART INC","China","NextMart, Inc."
"NXPC","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","NEXPLORE CORP","USA","NeXplore Corp."
"NXPRF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","NEXANS PARIS ACT (FRANCE)","France","Nexans Paris ACT"
"NXSI","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","NEXIS INTL INDUS INC","USA","Nexis International Industries, Inc."
"NXSL","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","NEXTECH SOLUTIONS INC","USA","NexTech Solutions, Inc."
"NXTFF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","NEXTRACTION ENERGY CORP","Canada","Nextraction Energy Corp."
"NXTH","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","NXT NUTRITIONALS HLDG INC","USA","NXT Nutritionals Holdings, Inc."
"NXTN","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","NEXT10 INC","USA","Next10, Inc."
"NXTYQ","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","NEXITY FINANCIAL CORP","USA","Nexity Financial Corp."
"NXUR","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","NX URANIUM INC","USA","NX Uranium, Inc."
"NYCA","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","NYCAMEDIA INC","USA","Nycamedia Inc"
"NYLE","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","NYLE INTL CORP","USA","Nyle International Corp."
"NYMH","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","NYMET HOLDINGS INC","USA","Nymet Holdings Inc."
"NYRSY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","NYRSTAR NV UNSP/ADR","Switzerland","Nyrstar NV"
"NYUKF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","NIPPON YUSEN KABUSHIKI","Japan","Nippon Yusen Kabushiki Kaisha"
"NYWKF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","NTG CLARITY NTWRK INC","Canada","NTG Clarity Networks Inc."
"NYXO","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","NYXIO TECHS CORP","USA","Nyxio Technologies Corp."
"NZEOF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","NEW ZEALAND OIL GAS NEW","New Zealand","New Zealand Oil & Gas Ltd."
"NZERF","OTC Link","27/10/2015","OTCQX International","N","Ordinary Shares","","NEW ZEALAND ENERGY ORD","New Zealand","New Zealand Energy Corp."
